Date,FFR
17/10/1955,40779.75
18/10/1955,40783.3
19/10/1955,40786.84
20/10/1955,40790.48
21/10/1955,40794.12
24/10/1955,40797.77
25/10/1955,40801.41
26/10/1955,40805.05
27/10/1955,40808.7
28/10/1955,40812.34
31/10/1955,40815.98
01/11/1955,40819.63
02/11/1955,40823.27
03/11/1955,40826.92
04/11/1955,40830.56
07/11/1955,40834.21
09/11/1955,40837.85
10/11/1955,40841.5
11/11/1955,40845.15
14/11/1955,40848.79
15/11/1955,40852.44
16/11/1955,40855.99
17/11/1955,40859.64
18/11/1955,40863.69
21/11/1955,40867.75
22/11/1955,40871.8
23/11/1955,40875.86
25/11/1955,40879.91
28/11/1955,40883.97
29/11/1955,40888.02
30/11/1955,40891.98
01/12/1955,40896.04
02/12/1955,40900.09
05/12/1955,40904.15
06/12/1955,40908.21
07/12/1955,40912.27
08/12/1955,40916.33
09/12/1955,40920.39
12/12/1955,40924.45
13/12/1955,40928.41
14/12/1955,40932.06
15/12/1955,40936.03
16/12/1955,40940.09
19/12/1955,40944.15
20/12/1955,40948.21
21/12/1955,40952.18
22/12/1955,40956.24
23/12/1955,40960.3
27/12/1955,40964.36
28/12/1955,40968.23
29/12/1955,40972.3
30/12/1955,40976.36
03/01/1956,40980.33
04/01/1956,40982.36
05/01/1956,40986.43
06/01/1956,40990.49
09/01/1956,40994.56
10/01/1956,40998.53
11/01/1956,41002.5
12/01/1956,41006.57
13/01/1956,41010.64
16/01/1956,41014.7
17/01/1956,41018.77
18/01/1956,41022.84
19/01/1956,41026.91
20/01/1956,41030.98
23/01/1956,41035.05
24/01/1956,41039.12
25/01/1956,41043.2
26/01/1956,41047.27
27/01/1956,41051.34
30/01/1956,41055.41
31/01/1956,41059.49
01/02/1956,41063.56
02/02/1956,41067.63
03/02/1956,41071.71
06/02/1956,41075.78
07/02/1956,41079.86
08/02/1956,41083.93
09/02/1956,41088.01
10/02/1956,41092.08
13/02/1956,41096.16
14/02/1956,41100.24
15/02/1956,41104.31
16/02/1956,41108.39
17/02/1956,41112.47
20/02/1956,41116.55
21/02/1956,41120.53
23/02/1956,41124.61
24/02/1956,41128.69
27/02/1956,41132.77
28/02/1956,41136.85
29/02/1956,41140.93
01/03/1956,41145.01
02/03/1956,41149.09
05/03/1956,41153.18
06/03/1956,41157.26
07/03/1956,41161.34
08/03/1956,41165.43
09/03/1956,41169.51
12/03/1956,41173.59
13/03/1956,41177.68
14/03/1956,41181.67
15/03/1956,41185.75
16/03/1956,41189.84
19/03/1956,41193.92
20/03/1956,41198.01
21/03/1956,41202.1
22/03/1956,41206.18
23/03/1956,41210.27
26/03/1956,41214.36
27/03/1956,41218.45
28/03/1956,41222.54
29/03/1956,41226.63
02/04/1956,41230.72
03/04/1956,41234.81
04/04/1956,41238.9
05/04/1956,41242.99
06/04/1956,41247.08
09/04/1956,41251.17
10/04/1956,41255.27
11/04/1956,41259.36
12/04/1956,41263.45
13/04/1956,41267.96
16/04/1956,41272.36
17/04/1956,41276.26
18/04/1956,41280.16
19/04/1956,41284.66
20/04/1956,41289.17
23/04/1956,41293.67
24/04/1956,41298.18
25/04/1956,41302.69
26/04/1956,41307.19
27/04/1956,41311.7
30/04/1956,41316.21
01/05/1956,41320.72
02/05/1956,41325.23
03/05/1956,41329.74
04/05/1956,41334.25
07/05/1956,41338.76
08/05/1956,41343.27
09/05/1956,41347.78
10/05/1956,41352.29
11/05/1956,41356.81
14/05/1956,41361.32
15/05/1956,41365.83
16/05/1956,41370.35
17/05/1956,41374.86
18/05/1956,41379.38
21/05/1956,41383.89
22/05/1956,41388.41
23/05/1956,41392.92
24/05/1956,41397.44
25/05/1956,41401.96
28/05/1956,41406.48
29/05/1956,41411
31/05/1956,41415.51
01/06/1956,41420.03
04/06/1956,41424.55
05/06/1956,41429.07
06/06/1956,41433.18
07/06/1956,41437.71
08/06/1956,41442.23
11/06/1956,41446.75
12/06/1956,41451.27
13/06/1956,41455.8
14/06/1956,41460.32
15/06/1956,41464.85
18/06/1956,41469.37
19/06/1956,41473.9
20/06/1956,41478.42
21/06/1956,41482.95
22/06/1956,41487.47
25/06/1956,41492
26/06/1956,41495.71
27/06/1956,41499.41
28/06/1956,41503.94
29/06/1956,41508.47
02/07/1956,41513
03/07/1956,41517.53
05/07/1956,41522.06
06/07/1956,41526.59
09/07/1956,41531.12
10/07/1956,41535.66
11/07/1956,41540.19
12/07/1956,41544.72
13/07/1956,41549.25
16/07/1956,41553.79
17/07/1956,41558.32
18/07/1956,41562.86
19/07/1956,41567.39
20/07/1956,41571.93
23/07/1956,41576.47
24/07/1956,41581
25/07/1956,41585.44
26/07/1956,41589.98
27/07/1956,41594.52
30/07/1956,41599.06
31/07/1956,41603.5
01/08/1956,41607.94
02/08/1956,41612.48
03/08/1956,41617.02
06/08/1956,41621.56
07/08/1956,41626.11
08/08/1956,41630.65
09/08/1956,41635.19
10/08/1956,41639.73
13/08/1956,41644.28
14/08/1956,41648.82
15/08/1956,41653.37
16/08/1956,41657.91
17/08/1956,41662.46
20/08/1956,41667.01
21/08/1956,41671.55
22/08/1956,41676
23/08/1956,41680.55
24/08/1956,41685.51
27/08/1956,41690.28
28/08/1956,41693.58
29/08/1956,41696.48
30/08/1956,41701.44
31/08/1956,41706.41
04/09/1956,41711.37
05/09/1956,41716.34
06/09/1956,41721.3
07/09/1956,41726.27
10/09/1956,41731.24
11/09/1956,41736.21
12/09/1956,41740.35
13/09/1956,41745.32
14/09/1956,41750.29
17/09/1956,41755.26
18/09/1956,41759.4
19/09/1956,41763.54
20/09/1956,41768.51
21/09/1956,41773.49
24/09/1956,41778.46
25/09/1956,41783.43
26/09/1956,41788.41
27/09/1956,41793.38
28/09/1956,41798.36
01/10/1956,41803.33
02/10/1956,41808.31
03/10/1956,41813.29
04/10/1956,41818.26
05/10/1956,41823.24
08/10/1956,41828.22
09/10/1956,41833.1
10/10/1956,41837.98
11/10/1956,41842.96
12/10/1956,41847.94
15/10/1956,41852.93
16/10/1956,41857.81
17/10/1956,41861.96
18/10/1956,41866.95
19/10/1956,41871.83
22/10/1956,41876.71
23/10/1956,41881.6
24/10/1956,41886.49
25/10/1956,41891.47
26/10/1956,41896.46
29/10/1956,41901.45
30/10/1956,41906.34
31/10/1956,41911.33
01/11/1956,41916.31
02/11/1956,41921.3
05/11/1956,41926.3
07/11/1956,41931.29
08/11/1956,41936.28
09/11/1956,41941.27
12/11/1956,41946.26
13/11/1956,41951.26
14/11/1956,41956.05
15/11/1956,41961.05
16/11/1956,41966.04
19/11/1956,41971.04
20/11/1956,41975.93
21/11/1956,41980.73
23/11/1956,41985.73
26/11/1956,41990.73
27/11/1956,41994.48
28/11/1956,41996.14
29/11/1956,42000.53
30/11/1956,42005.53
03/12/1956,42010.53
04/12/1956,42015.53
05/12/1956,42020.53
06/12/1956,42025.53
07/12/1956,42030.54
10/12/1956,42035.54
11/12/1956,42039.71
12/12/1956,42043.05
13/12/1956,42048.05
14/12/1956,42053.06
17/12/1956,42058.06
18/12/1956,42062.65
19/12/1956,42067.66
20/12/1956,42072.67
21/12/1956,42077.68
26/12/1956,42082.59
27/12/1956,42087.6
28/12/1956,42092.61
31/12/1956,42097.62
02/01/1957,42099.29
03/01/1957,42104.3
04/01/1957,42109.31
07/01/1957,42114.33
08/01/1957,42118.09
09/01/1957,42122.26
10/01/1957,42127.18
11/01/1957,42132.09
14/01/1957,42137.01
15/01/1957,42141.82
16/01/1957,42146
17/01/1957,42151.02
18/01/1957,42156.04
21/01/1957,42160.96
22/01/1957,42165.78
23/01/1957,42169.96
24/01/1957,42174.98
25/01/1957,42180
28/01/1957,42185.02
29/01/1957,42190.04
30/01/1957,42195.07
31/01/1957,42200.09
01/02/1957,42205.11
04/02/1957,42210.14
05/02/1957,42215.16
06/02/1957,42220.19
07/02/1957,42225.22
08/02/1957,42230.24
11/02/1957,42235.27
12/02/1957,42240.3
13/02/1957,42245.33
14/02/1957,42250.36
15/02/1957,42255.38
18/02/1957,42260.42
19/02/1957,42265.45
20/02/1957,42270.48
21/02/1957,42275.51
25/02/1957,42280.54
26/02/1957,42285.58
27/02/1957,42290.61
28/02/1957,42295.64
01/03/1957,42300.68
04/03/1957,42305.72
05/03/1957,42310.75
06/03/1957,42315.79
07/03/1957,42320.83
08/03/1957,42325.87
11/03/1957,42330.9
12/03/1957,42335.94
13/03/1957,42340.98
14/03/1957,42346.02
15/03/1957,42351.07
18/03/1957,42356.11
19/03/1957,42361.15
20/03/1957,42366.19
21/03/1957,42371.24
22/03/1957,42376.28
25/03/1957,42381.32
26/03/1957,42385.95
27/03/1957,42389.73
28/03/1957,42394.78
29/03/1957,42399.73
01/04/1957,42404.77
02/04/1957,42409.82
03/04/1957,42414.87
04/04/1957,42419.92
05/04/1957,42424.97
08/04/1957,42430.02
09/04/1957,42435.07
10/04/1957,42440.12
11/04/1957,42445.18
12/04/1957,42450.23
15/04/1957,42455.28
16/04/1957,42460.34
17/04/1957,42465.39
18/04/1957,42470.45
22/04/1957,42475.5
23/04/1957,42480.56
24/04/1957,42485.62
25/04/1957,42490.68
26/04/1957,42495.73
29/04/1957,42500.79
30/04/1957,42505.85
01/05/1957,42510.91
02/05/1957,42515.97
03/05/1957,42521.03
06/05/1957,42526.1
07/05/1957,42531.16
08/05/1957,42536.22
09/05/1957,42541.29
10/05/1957,42546.35
13/05/1957,42551.42
14/05/1957,42556.48
15/05/1957,42561.55
16/05/1957,42566.61
17/05/1957,42571.68
20/05/1957,42576.75
21/05/1957,42581.82
22/05/1957,42586.89
23/05/1957,42591.96
24/05/1957,42597.03
27/05/1957,42602.1
28/05/1957,42607.17
29/05/1957,42612.24
31/05/1957,42617.32
03/06/1957,42622.39
04/06/1957,42627.46
05/06/1957,42632.54
06/06/1957,42637.61
07/06/1957,42642.69
10/06/1957,42647.77
11/06/1957,42652.84
12/06/1957,42657.92
13/06/1957,42663
14/06/1957,42668.08
17/06/1957,42673.16
18/06/1957,42678.24
19/06/1957,42683.32
20/06/1957,42688.4
21/06/1957,42693.48
24/06/1957,42698.56
25/06/1957,42703.65
26/06/1957,42708.73
27/06/1957,42713.82
28/06/1957,42718.9
01/07/1957,42723.99
02/07/1957,42729.07
03/07/1957,42734.16
05/07/1957,42739.25
08/07/1957,42744.33
09/07/1957,42749.42
10/07/1957,42754.51
11/07/1957,42759.6
12/07/1957,42764.69
15/07/1957,42769.78
16/07/1957,42774.88
17/07/1957,42779.97
18/07/1957,42785.06
19/07/1957,42790.15
22/07/1957,42795.25
23/07/1957,42800.34
24/07/1957,42805.23
25/07/1957,42810.33
26/07/1957,42815.43
29/07/1957,42820.52
30/07/1957,42825.52
31/07/1957,42830.41
01/08/1957,42835.51
02/08/1957,42840.61
05/08/1957,42845.71
06/08/1957,42850.81
07/08/1957,42855.91
08/08/1957,42861.02
09/08/1957,42866.12
12/08/1957,42871.65
13/08/1957,42877.4
14/08/1957,42882.5
15/08/1957,42888.03
16/08/1957,42893.78
19/08/1957,42899.32
20/08/1957,42905.07
21/08/1957,42910.18
22/08/1957,42915.93
23/08/1957,42921.89
26/08/1957,42927.86
27/08/1957,42933.82
28/08/1957,42939.78
29/08/1957,42945.74
30/08/1957,42951.71
03/09/1957,42957.68
04/09/1957,42961.94
05/09/1957,42967.9
06/09/1957,42973.87
09/09/1957,42979.84
10/09/1957,42985.81
11/09/1957,42991.78
12/09/1957,42997.75
13/09/1957,43003.72
16/09/1957,43009.7
17/09/1957,43015.67
18/09/1957,43021.64
19/09/1957,43027.62
20/09/1957,43033.59
23/09/1957,43039.57
24/09/1957,43045.55
25/09/1957,43051.53
26/09/1957,43057.51
27/09/1957,43063.49
30/09/1957,43069.47
01/10/1957,43075.45
02/10/1957,43081.43
03/10/1957,43087.42
04/10/1957,43093.4
07/10/1957,43099.39
08/10/1957,43105.37
09/10/1957,43111.36
10/10/1957,43117.35
11/10/1957,43123.34
14/10/1957,43129.32
15/10/1957,43135.31
16/10/1957,43141.31
17/10/1957,43147.3
18/10/1957,43153.29
21/10/1957,43159.28
22/10/1957,43165.28
23/10/1957,43171.27
24/10/1957,43177.27
25/10/1957,43183.27
28/10/1957,43189.26
29/10/1957,43195.26
30/10/1957,43201.26
31/10/1957,43207.26
01/11/1957,43213.26
04/11/1957,43219.26
06/11/1957,43225.27
07/11/1957,43231.27
08/11/1957,43237.28
11/11/1957,43243.28
12/11/1957,43249.29
13/11/1957,43254.86
14/11/1957,43260.87
15/11/1957,43266.88
18/11/1957,43272.03
19/11/1957,43277.18
20/11/1957,43282.33
21/11/1957,43287.49
22/11/1957,43292.64
25/11/1957,43297.79
26/11/1957,43302.95
27/11/1957,43308.1
29/11/1957,43313.26
02/12/1957,43318.42
03/12/1957,43322.71
04/12/1957,43327.87
05/12/1957,43333.03
06/12/1957,43338.19
09/12/1957,43343.35
10/12/1957,43348.51
11/12/1957,43353.67
12/12/1957,43358.83
13/12/1957,43363.99
16/12/1957,43369.15
17/12/1957,43374.32
18/12/1957,43379.48
19/12/1957,43384.64
20/12/1957,43389.81
23/12/1957,43394.97
24/12/1957,43400.14
26/12/1957,43405.31
27/12/1957,43410.47
30/12/1957,43415.64
31/12/1957,43420.81
02/01/1958,43425.98
03/01/1958,43431.15
06/01/1958,43436.32
07/01/1958,43441.28
08/01/1958,43446.46
09/01/1958,43451.63
10/01/1958,43456.8
13/01/1958,43461.97
14/01/1958,43466.94
15/01/1958,43470.82
16/01/1958,43476
17/01/1958,43481.17
20/01/1958,43486.35
21/01/1958,43491.53
22/01/1958,43496.7
23/01/1958,43501.45
24/01/1958,43506.2
27/01/1958,43510.51
28/01/1958,43513.54
29/01/1958,43514.83
30/01/1958,43517.85
31/01/1958,43520.44
03/02/1958,43523.46
04/02/1958,43525.62
05/02/1958,43527.78
06/02/1958,43531.67
07/02/1958,43536.42
10/02/1958,43541.17
11/02/1958,43545.71
12/02/1958,43550.26
13/02/1958,43555.01
14/02/1958,43559.76
17/02/1958,43563.65
18/02/1958,43565.38
19/02/1958,43566.25
20/02/1958,43567.98
21/02/1958,43569.27
24/02/1958,43571
25/02/1958,43571.87
26/02/1958,43572.52
27/02/1958,43573.82
28/02/1958,43574.68
03/03/1958,43576.41
04/03/1958,43579.87
05/03/1958,43584.2
06/03/1958,43587.65
07/03/1958,43589.82
10/03/1958,43591.98
11/03/1958,43594.14
12/03/1958,43596.3
13/03/1958,43599.12
14/03/1958,43601.72
17/03/1958,43603.88
18/03/1958,43606.48
19/03/1958,43608.64
20/03/1958,43611.24
21/03/1958,43613.83
24/03/1958,43615.56
25/03/1958,43615.99
26/03/1958,43616.43
27/03/1958,43617.73
28/03/1958,43619.02
31/03/1958,43619.89
01/04/1958,43620.32
02/04/1958,43620.55
03/04/1958,43621.85
07/04/1958,43623.58
08/04/1958,43626.17
09/04/1958,43629.64
10/04/1958,43633.32
11/04/1958,43635.92
14/04/1958,43638.95
15/04/1958,43641.98
16/04/1958,43645.67
17/04/1958,43647.83
18/04/1958,43649.57
21/04/1958,43652.17
22/04/1958,43654.99
23/04/1958,43657.81
24/04/1958,43660.41
25/04/1958,43663.24
28/04/1958,43666.06
29/04/1958,43666.93
30/04/1958,43667.36
01/05/1958,43668.66
02/05/1958,43670.82
05/05/1958,43672.99
06/05/1958,43674.72
07/05/1958,43676.46
08/05/1958,43678.62
09/05/1958,43680.79
12/05/1958,43682.96
13/05/1958,43683.39
14/05/1958,43683.62
15/05/1958,43684.48
16/05/1958,43685.57
19/05/1958,43686.23
20/05/1958,43686.67
21/05/1958,43687.1
22/05/1958,43687.53
23/05/1958,43687.97
26/05/1958,43688.19
27/05/1958,43688.42
28/05/1958,43688.64
29/05/1958,43688.87
02/06/1958,43689.3
03/06/1958,43691.04
04/06/1958,43691.9
05/06/1958,43694.07
06/06/1958,43696.67
09/06/1958,43699.5
10/06/1958,43702.32
11/06/1958,43703.62
12/06/1958,43705.79
13/06/1958,43708.62
16/06/1958,43711.45
17/06/1958,43713.61
18/06/1958,43714.48
19/06/1958,43715.78
20/06/1958,43717.08
23/06/1958,43717.95
24/06/1958,43718.38
25/06/1958,43719.25
26/06/1958,43720.12
27/06/1958,43720.99
30/06/1958,43721.85
01/07/1958,43722.29
02/07/1958,43722.72
03/07/1958,43724.02
07/07/1958,43726.19
08/07/1958,43727.29
09/07/1958,43728.15
10/07/1958,43730.32
11/07/1958,43733.15
14/07/1958,43735.98
15/07/1958,43737.72
16/07/1958,43738.58
17/07/1958,43739.88
18/07/1958,43740.75
21/07/1958,43741.41
22/07/1958,43741.85
23/07/1958,43742.28
24/07/1958,43743.15
25/07/1958,43744.02
28/07/1958,43744.45
29/07/1958,43744.68
30/07/1958,43744.9
31/07/1958,43745.56
01/08/1958,43747.3
04/08/1958,43749.03
05/08/1958,43750.33
06/08/1958,43752.5
07/08/1958,43755.33
08/08/1958,43758.17
11/08/1958,43761.2
12/08/1958,43764.03
13/08/1958,43766.64
14/08/1958,43769.47
15/08/1958,43772.51
18/08/1958,43775.55
19/08/1958,43777.95
20/08/1958,43780.12
21/08/1958,43783.16
22/08/1958,43786.2
25/08/1958,43789.24
26/08/1958,43792.28
27/08/1958,43794.45
28/08/1958,43797.49
29/08/1958,43800.54
02/09/1958,43803.58
03/09/1958,43805.75
04/09/1958,43808.79
05/09/1958,43811.83
08/09/1958,43814.88
09/09/1958,43817.05
10/09/1958,43820.09
11/09/1958,43823.14
12/09/1958,43826.61
15/09/1958,43829.66
16/09/1958,43831.62
17/09/1958,43832.93
18/09/1958,43836.41
19/09/1958,43839.89
22/09/1958,43843.16
23/09/1958,43846.2
24/09/1958,43849.25
25/09/1958,43852.73
26/09/1958,43856.21
29/09/1958,43859.69
30/09/1958,43862.3
01/10/1958,43864.04
02/10/1958,43867.52
03/10/1958,43871
06/10/1958,43874.48
07/10/1958,43877.09
08/10/1958,43880.58
09/10/1958,43884.06
10/10/1958,43887.54
13/10/1958,43891.03
14/10/1958,43894.51
15/10/1958,43897.56
16/10/1958,43901.04
17/10/1958,43904.53
20/10/1958,43908.01
21/10/1958,43911.29
22/10/1958,43914.77
23/10/1958,43918.26
24/10/1958,43921.74
27/10/1958,43924.58
28/10/1958,43925.45
29/10/1958,43925.68
30/10/1958,43928.29
31/10/1958,43931.78
03/11/1958,43935.27
05/11/1958,43938.75
06/11/1958,43942.24
07/11/1958,43946.6
10/11/1958,43949.65
11/11/1958,43952.71
12/11/1958,43954.45
13/11/1958,43958.37
14/11/1958,43962.73
17/11/1958,43967.1
18/11/1958,43971.46
19/11/1958,43975.82
20/11/1958,43980.18
21/11/1958,43984.11
24/11/1958,43988.47
25/11/1958,43992.84
26/11/1958,43997.2
28/11/1958,44001.57
01/12/1958,44005.72
02/12/1958,44008.34
03/12/1958,44012.27
04/12/1958,44016.64
05/12/1958,44021
08/12/1958,44024.93
09/12/1958,44028.43
10/12/1958,44032.8
11/12/1958,44037.16
12/12/1958,44041.53
15/12/1958,44045.9
16/12/1958,44050.27
17/12/1958,44054.64
18/12/1958,44059.01
19/12/1958,44063.38
22/12/1958,44067.76
23/12/1958,44072.13
24/12/1958,44076.5
29/12/1958,44080.87
30/12/1958,44085.04
31/12/1958,44089.2
02/01/1959,44093.57
05/01/1959,44097.95
06/01/1959,44102.32
07/01/1959,44106.7
08/01/1959,44111.07
09/01/1959,44115.45
12/01/1959,44119.83
13/01/1959,44123.76
14/01/1959,44127.93
15/01/1959,44132.31
16/01/1959,44136.69
19/01/1959,44141.07
20/01/1959,44145.45
21/01/1959,44149.82
22/01/1959,44154.2
23/01/1959,44158.59
26/01/1959,44162.97
27/01/1959,44167.35
28/01/1959,44171.73
29/01/1959,44176.11
30/01/1959,44180.49
02/02/1959,44184.88
03/02/1959,44189.26
04/02/1959,44193.64
05/02/1959,44198.03
06/02/1959,44202.41
09/02/1959,44206.8
10/02/1959,44210.75
11/02/1959,44213.82
12/02/1959,44218.2
13/02/1959,44222.59
16/02/1959,44226.98
17/02/1959,44230.49
18/02/1959,44234
19/02/1959,44238.38
20/02/1959,44242.77
24/02/1959,44247.16
25/02/1959,44251.55
26/02/1959,44255.94
27/02/1959,44260.33
02/03/1959,44264.72
03/03/1959,44268.68
04/03/1959,44273.07
05/03/1959,44277.46
06/03/1959,44282.73
09/03/1959,44287.12
10/03/1959,44291.52
11/03/1959,44295.91
12/03/1959,44300.74
13/03/1959,44305.81
16/03/1959,44310.87
17/03/1959,44315.71
18/03/1959,44320.98
19/03/1959,44326.05
20/03/1959,44331.32
23/03/1959,44336.6
24/03/1959,44341.67
25/03/1959,44346.51
26/03/1959,44351.79
30/03/1959,44357.07
31/03/1959,44362.35
01/04/1959,44366.31
02/04/1959,44371.59
03/04/1959,44376.87
06/04/1959,44382.16
07/04/1959,44387.44
08/04/1959,44392.72
09/04/1959,44398.01
10/04/1959,44403.29
13/04/1959,44408.58
14/04/1959,44413.87
15/04/1959,44419.15
16/04/1959,44424.44
17/04/1959,44429.73
20/04/1959,44435.02
21/04/1959,44440.31
22/04/1959,44445.6
23/04/1959,44450.89
24/04/1959,44456.18
27/04/1959,44461.48
28/04/1959,44465.89
29/04/1959,44471.18
30/04/1959,44476.47
01/05/1959,44481.77
04/05/1959,44487.06
05/05/1959,44492.36
06/05/1959,44497.66
07/05/1959,44502.96
08/05/1959,44508.25
11/05/1959,44513.55
12/05/1959,44518.85
13/05/1959,44524.15
14/05/1959,44529.45
15/05/1959,44534.75
18/05/1959,44539.61
19/05/1959,44543.15
20/05/1959,44545.8
21/05/1959,44551.1
22/05/1959,44556.41
25/05/1959,44561.71
26/05/1959,44566.57
27/05/1959,44570.11
28/05/1959,44575.42
29/05/1959,44581.16
01/06/1959,44586.47
02/06/1959,44591.78
03/06/1959,44597.09
04/06/1959,44602.84
05/06/1959,44609.03
08/06/1959,44615.23
09/06/1959,44620.54
10/06/1959,44626.3
11/06/1959,44632.49
12/06/1959,44638.69
15/06/1959,44644.89
16/06/1959,44651.09
17/06/1959,44657.3
18/06/1959,44663.5
19/06/1959,44669.7
22/06/1959,44675.91
23/06/1959,44681.67
24/06/1959,44687.87
25/06/1959,44694.08
26/06/1959,44700.29
29/06/1959,44706.5
30/06/1959,44711.82
01/07/1959,44716.7
02/07/1959,44722.91
06/07/1959,44729.12
07/07/1959,44735.33
08/07/1959,44741.54
09/07/1959,44747.76
10/07/1959,44753.97
13/07/1959,44760.19
14/07/1959,44766.41
15/07/1959,44772.18
16/07/1959,44778.4
17/07/1959,44784.62
20/07/1959,44790.84
21/07/1959,44797.06
22/07/1959,44803.28
23/07/1959,44809.5
24/07/1959,44815.73
27/07/1959,44821.95
28/07/1959,44828.18
29/07/1959,44834.4
30/07/1959,44840.63
31/07/1959,44846.86
03/08/1959,44853.09
04/08/1959,44859.32
05/08/1959,44865.55
06/08/1959,44871.78
07/08/1959,44878.01
10/08/1959,44884.24
11/08/1959,44890.48
12/08/1959,44896.71
13/08/1959,44902.95
14/08/1959,44909.18
17/08/1959,44915.42
18/08/1959,44921.66
19/08/1959,44927.9
20/08/1959,44934.14
21/08/1959,44940.38
24/08/1959,44946.62
25/08/1959,44952.86
26/08/1959,44959.11
27/08/1959,44965.35
28/08/1959,44971.6
31/08/1959,44977.84
01/09/1959,44984.09
02/09/1959,44990.34
03/09/1959,44996.59
04/09/1959,45002.83
08/09/1959,45009.09
09/09/1959,45014.89
10/09/1959,45021.14
11/09/1959,45028.29
14/09/1959,45035.44
15/09/1959,45042.58
16/09/1959,45048.39
17/09/1959,45055.54
18/09/1959,45062.7
21/09/1959,45069.85
22/09/1959,45076.55
23/09/1959,45083.71
24/09/1959,45090.87
25/09/1959,45098.02
28/09/1959,45105.18
29/09/1959,45112.34
30/09/1959,45117.71
01/10/1959,45124.87
02/10/1959,45132.04
05/10/1959,45139.2
06/10/1959,45146.36
07/10/1959,45153.53
08/10/1959,45160.7
09/10/1959,45167.87
12/10/1959,45175.04
13/10/1959,45182.21
14/10/1959,45188.93
15/10/1959,45196.1
16/10/1959,45203.28
19/10/1959,45210.45
20/10/1959,45217.18
21/10/1959,45224.36
22/10/1959,45231.54
23/10/1959,45238.72
26/10/1959,45245.9
27/10/1959,45253.08
28/10/1959,45260.26
29/10/1959,45267.45
30/10/1959,45274.63
02/11/1959,45281.82
04/11/1959,45289
05/11/1959,45296.19
06/11/1959,45303.38
09/11/1959,45310.57
10/11/1959,45317.77
11/11/1959,45324.96
12/11/1959,45332.15
13/11/1959,45339.35
16/11/1959,45346.55
17/11/1959,45353.74
18/11/1959,45360.94
19/11/1959,45368.14
20/11/1959,45375.34
23/11/1959,45382.55
24/11/1959,45389.75
25/11/1959,45396.96
27/11/1959,45404.16
30/11/1959,45411.37
01/12/1959,45418.58
02/12/1959,45425.34
03/12/1959,45432.55
04/12/1959,45439.76
07/12/1959,45446.97
08/12/1959,45454.18
09/12/1959,45461.4
10/12/1959,45468.61
11/12/1959,45475.83
14/12/1959,45483.05
15/12/1959,45490.27
16/12/1959,45497.49
17/12/1959,45504.71
18/12/1959,45511.94
21/12/1959,45519.16
22/12/1959,45526.38
23/12/1959,45533.61
24/12/1959,45540.84
28/12/1959,45548.07
29/12/1959,45555.3
30/12/1959,45562.53
31/12/1959,45569.76
04/01/1960,45576.99
05/01/1960,45584.23
06/01/1960,45591.46
07/01/1960,45598.7
08/01/1960,45605.94
11/01/1960,45613.18
12/01/1960,45620.42
13/01/1960,45627.66
14/01/1960,45634.9
15/01/1960,45642.14
18/01/1960,45649.39
19/01/1960,45656.64
20/01/1960,45663.88
21/01/1960,45671.13
22/01/1960,45678.38
25/01/1960,45685.63
26/01/1960,45692.88
27/01/1960,45699.68
28/01/1960,45706.94
29/01/1960,45714.19
01/02/1960,45721.45
02/02/1960,45728.7
03/02/1960,45735.96
04/02/1960,45743.22
05/02/1960,45750.48
08/02/1960,45757.75
09/02/1960,45764.55
10/02/1960,45771.82
11/02/1960,45779.08
12/02/1960,45786.35
15/02/1960,45793.62
16/02/1960,45800.89
17/02/1960,45808.16
18/02/1960,45815.43
19/02/1960,45822.7
23/02/1960,45829.52
24/02/1960,45835.88
25/02/1960,45843.16
26/02/1960,45850.44
29/02/1960,45857.71
01/03/1960,45864.99
02/03/1960,45872.27
03/03/1960,45879.56
04/03/1960,45886.84
07/03/1960,45893.67
08/03/1960,45900.95
09/03/1960,45908.24
10/03/1960,45915.52
11/03/1960,45922.81
14/03/1960,45930.1
15/03/1960,45937.39
16/03/1960,45944.23
17/03/1960,45951.52
18/03/1960,45958.81
21/03/1960,45966.11
22/03/1960,45972.04
23/03/1960,45974.77
24/03/1960,45981.62
25/03/1960,45988.91
28/03/1960,45996.21
29/03/1960,46002.15
30/03/1960,46008.99
31/03/1960,46016.29
01/04/1960,46023.6
04/04/1960,46030.45
05/04/1960,46037.3
06/04/1960,46044.6
07/04/1960,46051.91
08/04/1960,46059.22
11/04/1960,46066.53
12/04/1960,46073.85
13/04/1960,46080.7
14/04/1960,46088.02
18/04/1960,46094.88
19/04/1960,46101.28
20/04/1960,46107.68
21/04/1960,46115
22/04/1960,46122.32
25/04/1960,46129.64
26/04/1960,46136.05
27/04/1960,46143.37
28/04/1960,46150.69
29/04/1960,46158.02
02/05/1960,46165.35
03/05/1960,46172.67
04/05/1960,46180
05/05/1960,46187.33
06/05/1960,46194.66
09/05/1960,46202
10/05/1960,46209.33
11/05/1960,46216.67
12/05/1960,46224
13/05/1960,46231.34
16/05/1960,46238.68
17/05/1960,46246.02
18/05/1960,46251.98
19/05/1960,46259.32
20/05/1960,46266.67
23/05/1960,46274.01
24/05/1960,46280.44
25/05/1960,46285.95
26/05/1960,46293.29
27/05/1960,46299.72
31/05/1960,46306.15
01/06/1960,46309.83
02/06/1960,46316.72
03/06/1960,46324.07
06/06/1960,46330.51
07/06/1960,46336.94
